0
"[0.128792503741761, 0.66317076147458, 0.801, 0.00012386976492105247]"
"[5.87909612656212, 108.40422410952044, 0.922, 2.3961592739412935e-05]"
"[189.74336784870658, 0.9169038942876523, 0.83, 3.433435976146902e-05]"
"[0.3099592230016837, 0.17015108608968663, 0.98, 5.641424351652182e-05]"
"[0.2116916464516731, 5340.568218316449, 0.977, 5.056336498650503e-05]"
"[0.18381849406573653, 351.7099956344905, 0.973, 1.7115251070633577e-05]"
"[0.19637221823734838, 3157.1643345805064, 0.884, 7.904982037935789e-05]"
"[163.1036733352868, 0.10402143620300007, 0.912, 0.0005193641004209212]"
"[8.956836411641174, 4.208104358443465, 0.901, 0.00023697275374560175]"
"[227.16352861073196, 1.7958008098621483, 0.853, 1.3446782399702814e-05]"
"[3328.796898643306, 83.82638917514645, 0.966, 1.0466878800029752e-05]"
"[24.345671567201045, 7901.469695760365, 0.809, 5.406911910039684e-05]"
"[93.20038381736235, 292.9447517706048, 0.903, 0.00014870609898595376]"
"[56.9652275435723, 6149.553646387613, 0.85, 0.00018325463737672458]"
"[94.19303562768339, 0.5319252014029484, 0.843, 8.022677105555006e-05]"
"[0.19387072635381786, 379.366266267045, 0.9, 0.0008427541684180867]"
"[0.23308905364664687, 0.7137449427843765, 0.938, 5.217182084720387e-05]"
"[795.0842290220298, 965.036336106651, 0.979, 1.0372548397168252e-05]"
"[10.023016517230728, 0.13668976490149143, 0.961, 9.339786722201295e-05]"
"[1562.509505222005, 0.1250510740990372, 0.846, 0.0002524672000174242]"
"[1.2272307052400713, 146.2842360784777, 0.835, 2.3586998430685904e-05]"
"[0.16611135410213493, 4689.845765595903, 0.92, 2.2526138176844418e-05]"
"[2.644954307237451, 728.9481906822155, 0.832, 0.00044363118837456995]"
"[1790.8079854900323, 59.65458967417037, 0.946, 0.00015675795749670512]"
"[2524.4504443291285, 3224.624550708494, 0.859, 6.848834436278274e-05]"
"[6775.358696404759, 0.20621829114198098, 0.859, 1.0703658108454306e-05]"
"[35.73603931061122, 208.42884473647766, 0.814, 1.166690041841734e-05]"
"[1257.165753351274, 8046.351628548233, 0.844, 2.5342417283285636e-05]"
"[409.69043417140733, 866.5891596521784, 0.907, 4.817249841166458e-05]"
"[4.872651808843497, 13.991213982176598, 0.964, 0.0005736827639543771]"
"[3782.008388489988, 342.9367051157166, 0.918, 4.6015238292933006e-05]"
"[635.1783933448417, 7.98988483249795, 0.804, 4.332129641860469e-05]"
"[2224.7987799550774, 53.97119039697183, 0.904, 0.0004509785340286653]"
"[1.3281845853327838, 146.501214440914, 0.978, 6.991954021553078e-05]"
"[2531.8827210813247, 4112.495975830594, 0.861, 0.00011153840797147445]"
"[0.8853482359325464, 34.74523279525388, 0.99, 0.00026658526672271445]"
"[68.11912114391295, 136.66774350087903, 0.802, 0.00012351922290512946]"
"[0.5113527822829503, 0.4764100255378105, 0.925, 5.7483257543882486e-05]"
"[8426.05340060841, 80.59184806679548, 0.899, 0.000337418930523257]"
"[108.02083552789334, 1.955085781784553, 0.908, 1.839662101303581e-05]"
"[238.07739878530307, 0.35443195293237784, 0.891, 0.0007120535118474458]"
"[0.9805392988903306, 1587.7716460064655, 0.836, 0.00047008183296570516]"
"[22.78977601482425, 0.1157943463509478, 0.858, 1.5101944141755506e-05]"
"[0.10765390751988714, 8.151772261901513, 0.92, 0.00013322744910105054]"
"[46.74789007748895, 147.43483145968128, 0.91, 0.0006832075983026004]"
"[1035.3248976177322, 82.69887489840285, 0.865, 1.854797219577648e-05]"
"[2616.87140790768, 0.11759110245117743, 0.971, 0.00017288736864405228]"
"[3531.895757999592, 7631.336645191732, 0.988, 1.945256160465155e-05]"
"[0.4437025628560652, 2.229435576020233, 0.997, 0.0007852507946553098]"
"[19.669388826107628, 151.78328320006548, 0.812, 0.00012077010868909575]"
"[44.311490063784554, 0.18674290607080465, 0.851, 2.0389353841996364e-05]"
"[3308.1724468360017, 2301.271982720322, 0.906, 1.3657147894864007e-05]"
"[6.374623031748271, 33.89984472613249, 0.969, 0.00018311306270684465]"
"[4.128112805488054, 18.72526397324564, 0.968, 0.00014131329518292553]"
"[25.52360057559467, 3822.938534313288, 0.845, 0.00021613365034261995]"
"[6196.99541419042, 3256.161634623251, 0.987, 0.00011240684443983019]"
"[1000.9479259275013, 0.10565522930466778, 0.894, 2.3994498524853764e-05]"
"[26.938003076045284, 946.3378969636591, 0.879, 0.000522563527866929]"
"[6.564899743761896, 6.043157836878051, 0.865, 0.00027657153413018326]"
"[95.5531671970331, 37.640722494129356, 0.981, 0.00018340595867340285]"
"[292.74641135819434, 0.6563600294533718, 0.909, 4.3799854353330485e-05]"
"[226.67107996233554, 17.547655336063706, 0.835, 0.00027302033791108145]"
"[26.64094626378769, 4997.875948897762, 0.947, 0.000748154796334419]"
"[2.5364646268111075, 89.78862850995428, 0.805, 0.00014180800082720971]"
"[67.6736177174343, 5774.164409927602, 0.86, 4.54260604020913e-05]"
"[10.429857552602352, 3315.763680064421, 0.918, 9.504837570095071e-05]"
"[338.2667002000725, 9.095813213727427, 0.987, 0.0003966331709994554]"
"[1.201870242392925, 0.17706004702102962, 0.873, 0.00010883028509357227]"
"[0.15653305890073135, 2.579213211927414, 0.89, 0.0002478413054980116]"
"[0.40211952451940697, 384.4526219010382, 0.812, 1.9392462865362338e-05]"
"[25.17237892253792, 2254.8729538613657, 0.825, 1.4002258730836639e-05]"
"[6.048924247358549, 0.13268763044679902, 0.89, 0.0006702015998232816]"
"[1.3607424564262132, 7.158171861560548, 0.993, 0.00017767109695950863]"
"[60.43737564049482, 171.01803095666813, 0.895, 0.0005093634460896453]"
"[8.982372699943097, 10.462788833573388, 0.943, 5.69321657766496e-05]"
"[2316.334722315645, 128.80518759253124, 0.993, 4.891407702520708e-05]"
"[4.364153073527011, 23.28971893032125, 0.851, 0.0005008998354354529]"
"[802.0359727299389, 2.6468915991350417, 0.855, 1.8676936505139603e-05]"
"[9595.775272971854, 30.529830656857417, 0.866, 2.2325486170979238e-05]"
"[4079.211855564622, 6739.382689975142, 0.846, 0.000586036593280941]"
"[1.330169213228682, 0.20274487361034718, 0.836, 0.0001643538636133799]"
"[1349.2752405987405, 0.7818917071356504, 0.849, 1.2978240564900321e-05]"
"[2091.3818190328884, 41.84511352783754, 0.805, 2.9389280576933685e-05]"
"[33.692502273407705, 0.35229072945676654, 0.93, 3.607401930581709e-05]"
"[2.8000721729965585, 0.16417510333795243, 0.811, 2.5402780595402697e-05]"
"[0.14610924315421497, 222.24286254488717, 0.981, 7.188440481500966e-05]"
"[2733.4150651960153, 5144.579983801754, 0.804, 0.0001777910101102765]"
"[20.189356813849955, 202.87277047874417, 0.929, 5.9106679829044234e-05]"
"[1.0734341994486363, 0.27687781256188326, 0.952, 6.04060520029504e-05]"
"[132.53001805677943, 6970.1680468174545, 0.871, 0.0006485426800643307]"
"[279.34253047862495, 4807.67870369476, 0.817, 8.716134418266379e-05]"
"[67.11119866168892, 2.5869231253061526, 0.927, 1.9588294716131995e-05]"
"[4.822266489790541, 306.17312607364823, 0.81, 8.560726966184772e-05]"
"[340.43281473256695, 31.295611086109748, 0.958, 3.536704867750186e-05]"
"[93.15070269499302, 1775.1602673075936, 0.951, 1.1384565320043115e-05]"
"[17.108381897583154, 6156.259362426804, 0.838, 0.0007668072710602224]"
"[0.7547873455643813, 70.78749689282793, 0.875, 2.885257191198499e-05]"
"[1853.1384292943899, 102.51707019169466, 0.894, 0.00011812047100343026]"
"[2.403654257669761, 161.47892210715148, 0.914, 1.242445709674969e-05]"
"[0.7118808890540413, 596.9732790841083, 0.816, 0.00013608212848093177]"
"[0.3678720027637789, 41.734820910226084, 0.867, 0.0006184623192982634]"
"[186.29578167603157, 41.78407376257485, 0.838, 1.0695144878518987e-05]"
"[1402.32337593216, 381.84172048270597, 0.972, 4.563916924212353e-05]"
"[3772.5327237138795, 1035.9702805402621, 0.877, 0.00035300493636018006]"
"[65.39563938851433, 0.3577260998528802, 0.951, 2.1247312606178517e-05]"
"[0.20409890203575998, 51.753777509560074, 0.872, 3.4321530114450227e-05]"
"[0.4715063614259975, 507.01421268740967, 0.855, 0.0006052710483644186]"
"[0.28008790620733076, 1748.7944021888127, 0.846, 0.0009842192421697208]"
"[702.5995154668691, 0.19312035876769917, 0.868, 0.0008390681457048069]"
"[13.012309094437807, 3406.1001714645677, 0.901, 0.0001637146397386402]"
"[1884.8082955983225, 2.1953272919130464, 0.979, 4.1554939353184615e-05]"
"[0.41161770688058963, 0.2680313370400818, 0.997, 3.067382931191504e-05]"
"[6.732418652325441, 2.1167501891779876, 0.979, 3.060141942944592e-05]"
"[0.2413091540432132, 0.16866999653193068, 0.907, 3.570923770601584e-05]"
"[79.90127331793445, 1945.857328663486, 0.877, 4.6943249748871114e-05]"
"[8687.443383111386, 105.4563961121052, 0.801, 0.0004440665788473079]"
"[15.736812208367938, 0.18491292475622484, 0.926, 1.904993038276055e-05]"
"[11.353478557485934, 111.19459501316378, 0.801, 0.0004620128255333099]"
"[678.7086221050681, 0.4368669493243537, 0.964, 6.59998121682169e-05]"
"[7.609475870498196, 41.22355564170871, 0.921, 0.0009624322831358412]"
"[2817.515452627642, 0.13053775773039963, 0.89, 0.00016182757366482443]"
"[0.2513805635952947, 1653.270728028375, 0.982, 0.0006256405425423794]"
"[2.557840558922393, 51.44969415419798, 0.919, 0.00030251497076013773]"
"[730.8433043757973, 16.22933686638316, 0.975, 0.0003155140325098507]"
"[0.22333025711369164, 2799.616988788361, 0.853, 0.00030314978355678023]"
"[335.08821413041414, 1.296660013868041, 0.959, 1.764662934510208e-05]"
"[9.065562896224876, 0.196106052667579, 0.972, 9.533734267156666e-05]"
"[48.83058758088794, 1.1907123668787205, 0.824, 0.0009861060712312122]"
"[1.7334697825754106, 140.78186045913074, 0.85, 4.725892091305398e-05]"
"[4420.38635023419, 0.874732886890884, 0.841, 1.5781307856425333e-05]"
"[2101.481654896483, 11.198526367582158, 0.879, 0.00012025856057644595]"
"[158.59534798147084, 0.13077600304136858, 0.883, 1.0233139173419219e-05]"
"[4.465308441052117, 1826.2197249365693, 0.942, 2.8523608495233673e-05]"
"[5135.841948022784, 94.56378532848201, 0.82, 3.8037266477867484e-05]"
"[9.454293051934423, 1482.7321497904222, 0.99, 0.0002276165536624196]"
